,IPsrc,Latencia
0,192.168.0.1,68.8933204202091
1,10.32.128.1,72.9236364364624
2,10.242.5.213,70.52591641743977
3,192.168.64.66,72.79496987660725
4,185.70.203.38,77.46541500091553
5,*,0.0
6,149.3.181.65,105.8619499206543
7,129.250.2.12,212.6648743947347
8,129.250.6.177,272.00169916506167
9,129.250.4.143,356.6618760426839
10,129.250.3.22,356.5292755762736
11,203.105.73.106,352.1234432856242
12,*,0.0
13,*,0.0
14,*,0.0
15,*,0.0
16,49.212.73.215,394.8934653709675
