,IPsrc,Latencia
0,172.23.48.1,92.88731217384338
1,192.168.0.1,82.64609745570591
2,*,0.0
3,*,0.0
4,*,0.0
5,*,0.0
6,181.96.113.234,96.0005521774292
7,195.22.220.56,106.03547096252441
8,195.22.209.198,312.2923970222473
9,195.66.225.24,294.76165771484375
10,109.105.102.98,327.3050785064697
11,*,0.0
12,*,0.0
13,*,0.0
14,62.40.98.72,319.8379576206207
15,83.97.88.130,332.2729468345642
16,130.206.216.2,329.806387424469
17,193.145.14.13,341.03861451148987
18,*,0.0
19,150.244.214.237,373.3366330464681
