,IPsrc,Latencia
0,172.18.64.1,90.390145778656
1,192.168.0.1,82.660402570452
2,8.243.138.29,106.43633206685384
3,195.122.183.218,309.47980284690857
4,87.226.181.85,349.75239634513855
5,188.254.79.66,371.0516095161438
6,130.193.63.253,361.05647683143616
7,178.154.215.92,352.33616828918457
